qid flag pid rank predict_score algorithm
2962 A2 1843218 42.0 1.127443790435791 LM
2962 A2 3668750 43.0 1.1237542629241943 LM
2962 A2 6205337 44.0 1.1183158159255981 LM
2962 A2 6417822 45.0 1.1068156957626343 LM
2962 A2 316251 46.0 1.1058812141418457 LM
2962 A2 527970 47.0 1.0982955694198608 LM
2962 A2 5968272 48.0 1.0814518928527832 LM
2962 A2 658629 49.0 1.0763684511184692 LM
2962 A2 345240 50.0 1.0761890411376953 LM
2962 A2 8043150 51.0 1.0753533840179443 LM
2962 A2 921867 52.0 1.054022192955017 LM
2962 A2 921861 53.0 1.0531007051467896 LM
2962 A2 2221216 54.0 1.0471240282058716 LM
2962 A2 7314663 55.0 1.032812237739563 LM
2962 A2 2116716 56.0 1.0160821676254272 LM
2962 A2 5316060 57.0 1.0149327516555786 LM
2962 A2 6823690 58.0 1.0135431289672852 LM
2962 A2 8363579 59.0 1.0053044557571411 LM
2962 A2 5841931 60.0 1.0036088228225708 LM
2962 A2 4292674 61.0 0.998769223690033 LM
2962 A2 1837201 62.0 0.9907308220863342 LM
2962 A2 5905475 63.0 0.9796707034111023 LM
2962 A2 4292680 64.0 0.974395751953125 LM
2962 A2 1813394 65.0 0.9702082276344299 LM
2962 A2 6823694 66.0 0.9672561287879944 LM
2962 A2 74058 67.0 0.966923713684082 LM
2962 A2 2116720 68.0 0.9656074643135071 LM
2962 A2 1472590 69.0 0.9576790928840637 LM
2962 A2 3974165 70.0 0.9534344673156738 LM
2962 A2 6417818 71.0 0.9422117471694946 LM
2962 A2 4160544 72.0 0.940710723400116 LM
2962 A2 8124497 73.0 0.935360848903656 LM
2962 A2 2699079 74.0 0.9209933280944824 LM
2962 A2 8310135 75.0 0.9206118583679199 LM
2962 A2 527969 76.0 0.9065934419631958 LM
2962 A2 4160536 77.5 0.8975598216056824 LM
2962 A2 6823689 77.5 0.8975598216056824 LM
2962 A2 959115 79.0 0.8935638666152954 LM
2962 A2 4702929 80.0 0.8890085816383362 LM
2962 A2 2272758 81.0 0.888105034828186 LM
2962 A2 5067029 82.0 0.8675761222839355 LM
2962 A2 2995207 83.0 0.8643909692764282 LM
2962 A2 8412219 84.0 0.8448950052261353 LM
2962 A2 8549113 85.0 0.842225968837738 LM
2962 A2 7595499 86.0 0.8421788215637207 LM
2962 A2 4297770 87.0 0.8241227865219116 LM
2962 A2 7648809 88.0 0.8219717741012573 LM
2962 A2 7125859 89.0 0.8178769946098328 LM
2962 A2 527965 90.0 0.8057073950767517 LM
2962 A2 921859 91.0 0.804476261138916 LM
2962 A2 921868 92.0 0.7998520731925964 LM
2962 A2 5716030 93.0 0.7917406558990479 LM
2962 A2 3236163 94.0 0.77413010597229 LM
2962 A2 7508098 95.0 0.772485077381134 LM
2962 A2 2116721 96.0 0.7715914249420166 LM
2962 A2 7752635 97.0 0.771051287651062 LM
2962 A2 533988 98.0 0.7687538266181946 LM
2962 A2 6823691 99.0 0.7681535482406616 LM
2962 A2 2221211 100.0 0.762859582901001 LM
qid flag pid rank predict_score algorithm
4696 A2 4552241 1.0 1.8991731405258179 LM
4696 A2 7716227 2.0 1.7607027292251587 LM
4696 A2 4552237 3.0 1.7212610244750977 LM
4696 A2 42467 4.0 1.662960410118103 LM
4696 A2 3083943 5.0 1.2420451641082764 LM
4696 A2 7716226 6.0 1.2252180576324463 LM
4696 A2 1006783 7.0 1.1209700107574463 LM
4696 A2 1006785 8.0 1.0784950256347656 LM
4696 A2 1207296 9.0 1.0766863822937012 LM
4696 A2 4213614 10.0 1.0179671049118042 LM
4696 A2 5832473 11.0 0.979674220085144 LM
4696 A2 1207298 12.0 0.9606820344924927 LM
4696 A2 5832475 13.0 0.9380031824111938 LM
4696 A2 1207295 14.0 0.9120004177093506 LM
4696 A2 5986294 15.0 0.9088067412376404 LM
4696 A2 8616151 16.0 0.8945654034614563 LM
4696 A2 4889061 17.0 0.8646554350852966 LM
4696 A2 4158580 18.0 0.8479045033454895 LM
4696 A2 4724642 19.0 0.8417465686798096 LM
4696 A2 8178726 20.0 0.8414788246154785 LM
4696 A2 1207294 21.0 0.8372552990913391 LM
4696 A2 2359423 22.0 0.8199033737182617 LM
4696 A2 7796645 23.0 0.8192348480224609 LM
4696 A2 1207297 24.0 0.8083994388580322 LM
4696 A2 3458450 25.0 0.7897287011146545 LM
4696 A2 2740490 26.0 0.786238968372345 LM
4696 A2 3718301 27.0 0.7808239459991455 LM
4696 A2 8011244 28.0 0.7621440291404724 LM
4696 A2 1295839 29.0 0.7552257776260376 LM
4696 A2 2241497 30.0 0.7509163618087769 LM
4696 A2 7843595 31.0 0.7493911981582642 LM
4696 A2 7872099 32.0 0.7256242036819458 LM
4696 A2 6164549 33.0 0.7212010622024536 LM
4696 A2 4552236 34.0 0.7087594270706177 LM
4696 A2 3301366 35.0 0.7052403688430786 LM
4696 A2 5986290 36.0 0.701335072517395 LM
4696 A2 560195 37.0 0.6809754371643066 LM
4696 A2 2940150 38.0 0.6786450743675232 LM
4696 A2 4745171 39.0 0.6702325940132141 LM
4696 A2 7843594 40.0 0.6655802130699158 LM
4696 A2 7716228 41.0 0.6629449129104614 LM
4696 A2 7716223 42.0 0.6502854824066162 LM
4696 A2 5832476 43.0 0.6477705836296082 LM
4696 A2 1697334 44.0 0.6461601257324219 LM
4696 A2 42475 45.0 0.6451011300086975 LM
4696 A2 3863549 46.0 0.6333898305892944 LM
4696 A2 5337594 47.0 0.6318801641464233 LM
4696 A2 3617738 48.0 0.6198161840438843 LM
4696 A2 7561524 49.0 0.6153730154037476 LM
4696 A2 4745173 50.0 0.6091781258583069 LM
4696 A2 2740493 51.5 0.6030173897743225 LM
4696 A2 5904369 51.5 0.6030173897743225 LM
4696 A2 8303676 53.0 0.5986907482147217 LM
4696 A2 4724641 54.0 0.5924208760261536 LM
4696 A2 6097459 55.0 0.5868508815765381 LM
4696 A2 4158579 56.0 0.5857031941413879 LM
4696 A2 4151709 57.0 0.5831881165504456 LM
4696 A2 930855 58.0 0.5790970921516418 LM
4696 A2 5354838 59.0 0.5717920660972595 LM
4696 A2 7356900 60.0 0.5653452277183533 LM
4696 A2 7872100 61.0 0.5572890639305115 LM
4696 A2 5205406 62.0 0.5486660003662109 LM
4696 A2 2895768 63.0 0.5484123826026917 LM
4696 A2 1255658 64.0 0.5349529981613159 LM
4696 A2 3301367 65.0 0.5312329530715942 LM
4696 A2 3104923 66.0 0.5285640954971313 LM
4696 A2 4558609 67.0 0.5213454365730286 LM
4696 A2 1432834 68.0 0.519883930683136 LM
4696 A2 5832477 69.0 0.5155890583992004 LM
4696 A2 4552238 70.0 0.5141555666923523 LM
4696 A2 4158577 71.0 0.5107437968254089 LM
4696 A2 3616020 72.0 0.503280520439148 LM
4696 A2 3483144 73.0 0.4853057563304901 LM
4696 A2 7716224 74.0 0.4849925637245178 LM
4696 A2 3339919 75.0 0.47464972734451294 LM
4696 A2 620115 76.0 0.46680018305778503 LM
4696 A2 6096317 77.0 0.46634966135025024 LM
4696 A2 4552239 78.0 0.46596720814704895 LM
4696 A2 3978029 79.0 0.46193835139274597 LM
4696 A2 5887714 80.0 0.4574614465236664 LM
4696 A2 3308855 81.0 0.4571559429168701 LM
4696 A2 8209 82.0 0.4543754756450653 LM
4696 A2 42469 83.0 0.44623419642448425 LM
4696 A2 1207299 84.0 0.43843144178390503 LM
4696 A2 930861 85.0 0.43737316131591797 LM
4696 A2 4724637 86.0 0.42338281869888306 LM
4696 A2 1903312 87.0 0.4145273268222809 LM
4696 A2 1877583 88.0 0.41246020793914795 LM
4696 A2 4073954 89.0 0.4115067720413208 LM
4696 A2 3121444 90.0 0.4062451720237732 LM
4696 A2 4363172 91.0 0.4016423523426056 LM
4696 A2 4706791 92.0 0.4005663990974426 LM
4696 A2 3893728 93.0 0.3962765336036682 LM
4696 A2 3073356 94.0 0.3841518461704254 LM
4696 A2 1255666 95.0 0.38118910789489746 LM
4696 A2 6514548 96.0 0.3801889717578888 LM
4696 A2 1255661 97.0 0.37419551610946655 LM
4696 A2 1427498 98.0 0.37103113532066345 LM
4696 A2 4151707 99.0 0.36578863859176636 LM
4696 A2 3916461 100.0 0.36506199836730957 LM
qid flag pid rank predict_score algorithm
8701 A2 5914340 1.0 1.8995517492294312 LM
8701 A2 7043673 2.0 1.7662439346313477 LM
8701 A2 1273174 3.0 1.6484318971633911 LM
8701 A2 472107 4.0 1.6018366813659668 LM
8701 A2 4143229 5.0 1.5607643127441406 LM
8701 A2 1797409 6.0 1.5418150424957275 LM
8701 A2 7433645 7.0 1.5350899696350098 LM
8701 A2 7213502 8.0 1.5226926803588867 LM
8701 A2 6061115 9.0 1.5162975788116455 LM
8701 A2 2220809 10.0 1.4814298152923584 LM
8701 A2 1789139 11.0 1.457350254058838 LM
8701 A2 4605980 12.0 1.4331458806991577 LM
8701 A2 5748098 13.0 1.3967280387878418 LM
8701 A2 8091400 14.0 1.3805811405181885 LM
8701 A2 6557872 15.0 1.356972575187683 LM
8701 A2 5914342 16.0 1.3537962436676025 LM
8701 A2 2313078 17.0 1.3256794214248657 LM
8701 A2 2103102 18.0 1.292817234992981 LM
8701 A2 6318987 19.0 1.29208242893219 LM
8701 A2 520785 20.0 1.283463954925537 LM
8701 A2 6061116 21.0 1.2819814682006836 LM
8701 A2 472114 22.0 1.281499981880188 LM
8701 A2 5832676 23.0 1.271218180656433 LM
8701 A2 3379788 24.0 1.2704946994781494 LM
8701 A2 4420275 25.0 1.269775629043579 LM
8701 A2 7241677 26.0 1.2697447538375854 LM
8701 A2 4908587 27.0 1.2684179544448853 LM
8701 A2 4605977 28.0 1.2651112079620361 LM
8701 A2 8202997 29.0 1.2648108005523682 LM
8701 A2 281254 30.0 1.2621129751205444 LM
8701 A2 1472496 31.0 1.2596580982208252 LM
8701 A2 1935497 32.0 1.2575538158416748 LM
8701 A2 552600 33.0 1.2484277486801147 LM
8701 A2 3194538 34.0 1.2448269128799438 LM
8701 A2 472112 35.0 1.2191156148910522 LM
8701 A2 2922128 36.0 1.2112449407577515 LM
8701 A2 546858 37.0 1.1939969062805176 LM
8701 A2 5197593 38.0 1.191132664680481 LM
8701 A2 6304058 39.0 1.1863254308700562 LM
8701 A2 8260049 40.0 1.185846209526062 LM
8701 A2 2296064 41.0 1.1793354749679565 LM
8701 A2 936438 42.0 1.1605304479599 LM
8701 A2 5766521 43.0 1.1595056056976318 LM
8701 A2 1364367 44.0 1.157349705696106 LM
8701 A2 1145528 45.0 1.1519975662231445 LM
8701 A2 639673 46.0 1.1482051610946655 LM
8701 A2 4143230 47.0 1.137209415435791 LM
8701 A2 927952 48.0 1.1328376531600952 LM
8701 A2 3822307 49.0 1.1319586038589478 LM
8701 A2 871117 50.0 1.1268147230148315 LM
8701 A2 4862196 51.0 1.125463604927063 LM
8701 A2 3358647 52.0 1.1235026121139526 LM
8701 A2 1847303 53.0 1.12254798412323 LM
8701 A2 2212818 54.0 1.1211215257644653 LM
8701 A2 758797 55.0 1.1136817932128906 LM
8701 A2 1879532 56.0 1.1132476329803467 LM
8701 A2 2259190 57.0 1.1118409633636475 LM
8701 A2 1297426 58.0 1.108021855354309 LM
8701 A2 6216784 59.0 1.1038570404052734 LM
8701 A2 5545309 60.0 1.10182523727417 LM
8701 A2 2157575 61.0 1.098712682723999 LM
8701 A2 5917922 62.0 1.0966898202896118 LM
8701 A2 6786940 63.0 1.0960875749588013 LM
8701 A2 1372619 64.0 1.0943676233291626 LM
8701 A2 5775617 65.0 1.0905735492706299 LM
8701 A2 320823 66.0 1.088974952697754 LM
8701 A2 1372611 67.0 1.0884398221969604 LM
8701 A2 2070726 68.0 1.087015986442566 LM
8701 A2 3667117 69.0 1.0833295583724976 LM
8701 A2 5782490 70.0 1.080971598625183 LM
8701 A2 2426507 71.0 1.0795371532440186 LM
8701 A2 3688365 72.0 1.0726287364959717 LM
8701 A2 3957049 73.0 1.0611028671264648 LM
8701 A2 1125997 74.0 1.0608904361724854 LM
8701 A2 6557880 75.0 1.0602574348449707 LM
8701 A2 2157582 76.0 1.0579856634140015 LM
8701 A2 3747864 77.0 1.057464599609375 LM
8701 A2 483443 78.0 1.0562998056411743 LM
8701 A2 7809925 79.0 1.0559468269348145 LM
8701 A2 8535366 80.0 1.0536202192306519 LM
8701 A2 5707367 81.0 1.0495108366012573 LM
8701 A2 6164650 82.0 1.0484205484390259 LM
8701 A2 472113 83.0 1.0463303327560425 LM
8701 A2 888199 84.0 1.046267032623291 LM
8701 A2 1297427 85.0 1.0461503267288208 LM
8701 A2 3367399 86.0 1.0417592525482178 LM
8701 A2 1129970 87.0 1.0355677604675293 LM
8701 A2 455969 88.0 1.0329384803771973 LM
8701 A2 388869 89.0 1.0316781997680664 LM
8701 A2 1606309 90.0 1.0204384326934814 LM
8701 A2 2383604 91.0 1.0197770595550537 LM
8701 A2 8091404 92.0 1.0193142890930176 LM
8701 A2 4823747 93.0 1.01923668384552 LM
8701 A2 2220807 94.0 1.0125268697738647 LM
8701 A2 4784504 95.0 1.0104995965957642 LM
8701 A2 5197594 96.0 1.006996989250183 LM
8701 A2 1604649 97.0 1.0051746368408203 LM
8701 A2 1408199 98.0 1.001302719116211 LM
8701 A2 3883394 99.0 0.9906584620475769 LM
8701 A2 1803186 100.0 0.987663209438324 LM
qid flag pid rank predict_score algorithm
10264 A2 7717624 1.0 1.6979644298553467 LM
10264 A2 7791854 2.0 0.9325985908508301 LM
10264 A2 7717629 3.0 0.8512153029441833 LM
10264 A2 211046 4.0 0.7267939448356628 LM
10264 A2 5626855 5.0 0.6538329124450684 LM
10264 A2 4498698 6.0 0.6342490911483765 LM
10264 A2 4667750 7.0 0.6175978779792786 LM
10264 A2 7717630 8.0 0.6114493012428284 LM
10264 A2 800536 9.0 0.6079673767089844 LM
10264 A2 3955750 10.0 0.5438691973686218 LM
10264 A2 3502645 11.0 0.5243911743164062 LM
10264 A2 7717633 12.0 0.5229517817497253 LM
10264 A2 7717625 13.0 0.5215389728546143 LM
10264 A2 1894979 14.0 0.5201936960220337 LM
10264 A2 3702998 15.0 0.5159602165222168 LM
10264 A2 4735029 16.0 0.4953491985797882 LM
10264 A2 7653477 17.0 0.49097689986228943 LM
10264 A2 1001560 18.0 0.4904108941555023 LM
10264 A2 151554 19.0 0.4858751595020294 LM
10264 A2 8296848 20.0 0.4640708267688751 LM
10264 A2 6389378 21.0 0.44289860129356384 LM
10264 A2 6323389 22.0 0.4263182580471039 LM
10264 A2 4224481 23.0 0.41968831419944763 LM
10264 A2 1080633 24.0 0.4150320887565613 LM
10264 A2 1536485 25.0 0.41102567315101624 LM
10264 A2 52982 26.0 0.4051489233970642 LM
10264 A2 4734101 27.0 0.4012431204319 LM
10264 A2 6456741 28.0 0.37728068232536316 LM
10264 A2 5045639 29.0 0.37415409088134766 LM
10264 A2 8645866 30.0 0.3680061399936676 LM
10264 A2 800099 31.0 0.36750853061676025 LM
10264 A2 5070732 32.0 0.35164979100227356 LM
10264 A2 800538 33.0 0.34251120686531067 LM
10264 A2 8096497 34.0 0.33206114172935486 LM
10264 A2 8245931 35.0 0.32759109139442444 LM
10264 A2 2562195 36.0 0.3263571262359619 LM
10264 A2 7239320 37.0 0.31912803649902344 LM
10264 A2 7717628 38.0 0.2884363830089569 LM
10264 A2 5626510 39.0 0.2843189835548401 LM
10264 A2 3984116 40.0 0.27963700890541077 LM
10264 A2 3128036 41.0 0.2780984938144684 LM
10264 A2 4081301 42.0 0.2741631865501404 LM
10264 A2 1095594 43.0 0.2680571377277374 LM
10264 A2 7717626 44.0 0.2599959671497345 LM
10264 A2 5690774 45.0 0.2489229291677475 LM
10264 A2 1941678 46.0 0.24478724598884583 LM
10264 A2 4075345 47.0 0.23414067924022675 LM
10264 A2 6633019 48.0 0.23388612270355225 LM
10264 A2 1322642 49.0 0.2315881848335266 LM
10264 A2 1639287 50.0 0.22788536548614502 LM
10264 A2 4218818 51.0 0.22713442146778107 LM
10264 A2 7739959 52.0 0.21341100335121155 LM
10264 A2 692861 53.0 0.21200314164161682 LM
10264 A2 402045 54.0 0.20624031126499176 LM
10264 A2 2418780 55.0 0.2055990844964981 LM
10264 A2 5690768 56.0 0.205356165766716 LM
10264 A2 2225845 57.0 0.20417115092277527 LM
10264 A2 7375224 58.0 0.20225119590759277 LM
10264 A2 6370726 59.5 0.20046564936637878 LM
10264 A2 371008 59.5 0.20046564936637878 LM
10264 A2 1209112 61.0 0.19483497738838196 LM
10264 A2 7717631 62.0 0.18684858083724976 LM
10264 A2 3681210 63.0 0.17802834510803223 LM
10264 A2 5927206 64.0 0.17420373857021332 LM
10264 A2 1342047 65.0 0.17272691428661346 LM
10264 A2 3513584 66.0 0.17032963037490845 LM
10264 A2 4051204 67.0 0.1590251326560974 LM
10264 A2 3218199 68.0 0.14571794867515564 LM
10264 A2 8428048 69.0 0.14000731706619263 LM
10264 A2 1114159 70.0 0.1382952779531479 LM
10264 A2 398445 71.0 0.13360989093780518 LM
10264 A2 1573214 72.0 0.1314658522605896 LM
10264 A2 3502643 73.0 0.13085973262786865 LM
10264 A2 8439144 74.0 0.12732036411762238 LM
10264 A2 3860468 75.0 0.1254931092262268 LM
10264 A2 7828190 76.0 0.11987960338592529 LM
10264 A2 6316502 77.0 0.11886724084615707 LM
10264 A2 5038406 78.0 0.11610829830169678 LM
10264 A2 4129975 79.0 0.11548729240894318 LM
10264 A2 5384157 80.0 0.11469174176454544 LM
10264 A2 1780980 81.0 0.10979744046926498 LM
10264 A2 4308680 82.0 0.09739921987056732 LM
10264 A2 12527 83.0 0.09559892863035202 LM
10264 A2 6593589 84.0 0.0943840965628624 LM
10264 A2 8556095 85.0 0.09081486612558365 LM
10264 A2 5237101 86.0 0.08855041116476059 LM
10264 A2 155928 87.0 0.08762575685977936 LM
10264 A2 7997851 88.0 0.08319834619760513 LM
10264 A2 4797003 89.0 0.07736366987228394 LM
10264 A2 5226717 90.0 0.06979577243328094 LM
10264 A2 8817078 91.0 0.06941073387861252 LM
10264 A2 6316501 92.0 0.06645990163087845 LM
10264 A2 3875227 93.0 0.06618448346853256 LM
10264 A2 211044 94.0 0.06367179751396179 LM
10264 A2 7791850 95.0 0.061904698610305786 LM
10264 A2 759133 96.0 0.05430452153086662 LM
10264 A2 6996444 97.0 0.05233631655573845 LM
10264 A2 245177 98.0 0.04778584465384483 LM
10264 A2 4763839 99.0 0.045307762920856476 LM
10264 A2 7791849 100.0 0.04445889964699745 LM
qid flag pid rank predict_score algorithm
12903 A2 5616084 1.0 1.6438034772872925 LM
12903 A2 6303950 2.0 1.382576584815979 LM
12903 A2 4933441 3.0 1.3814283609390259 LM
12903 A2 4459874 4.0 1.2662858963012695 LM
12903 A2 3393178 5.0 1.1788818836212158 LM
12903 A2 2870747 6.0 1.1425012350082397 LM
12903 A2 7538286 7.0 1.1254990100860596 LM
12903 A2 5616083 8.0 1.0509045124053955 LM
12903 A2 937043 9.0 1.0357451438903809 LM
12903 A2 2888224 10.0 1.020005226135254 LM
12903 A2 8213352 11.0 1.015206217765808 LM
12903 A2 7450244 12.0 1.0020911693572998 LM
12903 A2 6303947 13.0 0.9963061213493347 LM
12903 A2 7614471 14.0 0.9835591316223145 LM
12903 A2 623607 15.0 0.9752532243728638 LM
12903 A2 2403262 16.0 0.9521874189376831 LM
12903 A2 7363360 17.0 0.9445844292640686 LM
12903 A2 5265076 18.0 0.9247974157333374 LM
12903 A2 2335749 19.0 0.9152124524116516 LM
12903 A2 3541854 20.0 0.911857545375824 LM
12903 A2 1866648 21.0 0.9088758826255798 LM
12903 A2 3291027 22.0 0.9076477885246277 LM
12903 A2 3143001 23.0 0.9016205668449402 LM
12903 A2 1452046 24.0 0.89813631772995 LM
12903 A2 6381282 25.0 0.8980288505554199 LM
12903 A2 4593228 26.0 0.890312671661377 LM
12903 A2 8613243 27.0 0.8875371813774109 LM
12903 A2 4229555 28.0 0.8752595782279968 LM
12903 A2 710827 29.0 0.8739756941795349 LM
12903 A2 7665726 30.0 0.8718810677528381 LM
12903 A2 1866647 31.0 0.8653661608695984 LM
12903 A2 6610973 32.0 0.8614859580993652 LM
12903 A2 7981755 33.0 0.854367733001709 LM
12903 A2 3556920 34.0 0.8448248505592346 LM
12903 A2 1057823 35.0 0.8415826559066772 LM
12903 A2 381994 36.0 0.83693528175354 LM
12903 A2 3475490 37.0 0.8323270678520203 LM
12903 A2 5507709 38.0 0.8292246460914612 LM
12903 A2 195111 39.0 0.819412112236023 LM
12903 A2 4267593 40.0 0.8183731436729431 LM
12903 A2 1610790 41.0 0.805263340473175 LM
12903 A2 6170426 42.0 0.8014416098594666 LM
12903 A2 4459873 43.0 0.7923122048377991 LM
12903 A2 6303946 44.0 0.7910054922103882 LM
12903 A2 5277907 45.0 0.7893803715705872 LM
12903 A2 8757849 46.0 0.7808254361152649 LM
12903 A2 7981761 47.0 0.7797541618347168 LM
12903 A2 2403263 48.0 0.7791930437088013 LM
12903 A2 7225097 49.0 0.7719181180000305 LM
12903 A2 8339027 50.0 0.767842173576355 LM
12903 A2 5616078 51.0 0.7666521668434143 LM
12903 A2 4267595 52.0 0.7643027305603027 LM
12903 A2 3541853 53.0 0.7570236325263977 LM
12903 A2 3541850 54.0 0.7554520964622498 LM
12903 A2 1210241 55.0 0.750770628452301 LM
12903 A2 4229552 56.0 0.7436845898628235 LM
12903 A2 4221652 57.0 0.7427084445953369 LM
12903 A2 7214892 58.0 0.7388637661933899 LM
12903 A2 1057830 59.0 0.7349156737327576 LM
12903 A2 7607710 60.0 0.7323557734489441 LM
12903 A2 907542 61.0 0.7225809693336487 LM
12903 A2 2120814 62.0 0.7156702876091003 LM
12903 A2 7323417 63.0 0.70338374376297 LM
12903 A2 7052482 64.0 0.6984919309616089 LM
12903 A2 2429812 65.0 0.6964142918586731 LM
12903 A2 3541847 66.0 0.6935118436813354 LM
12903 A2 7767772 67.0 0.6865326762199402 LM
12903 A2 187148 68.0 0.6793788075447083 LM
12903 A2 3971498 69.0 0.6771872043609619 LM
12903 A2 8339023 70.0 0.6618396639823914 LM
12903 A2 8339024 71.0 0.6570941209793091 LM
12903 A2 1644197 72.0 0.6541888117790222 LM
12903 A2 5873124 73.0 0.6537858247756958 LM
12903 A2 3541851 74.0 0.6321419477462769 LM
12903 A2 867954 75.0 0.6254772543907166 LM
12903 A2 2335750 76.0 0.6246806383132935 LM
12903 A2 7145753 77.0 0.623802125453949 LM
12903 A2 2500055 78.0 0.6196779608726501 LM
12903 A2 7767779 79.0 0.6169518232345581 LM
12903 A2 4337693 80.0 0.6165581941604614 LM
12903 A2 7476689 81.0 0.6154962778091431 LM
12903 A2 2888220 82.0 0.609678328037262 LM
12903 A2 6682306 83.0 0.6091773509979248 LM
12903 A2 5187357 84.0 0.6056035757064819 LM
12903 A2 6768572 85.0 0.5881850719451904 LM
12903 A2 6244736 86.0 0.5860514044761658 LM
12903 A2 3291034 87.0 0.5855826735496521 LM
12903 A2 8339028 88.0 0.5844075083732605 LM
12903 A2 6829263 89.0 0.581902801990509 LM
12903 A2 4073897 90.0 0.5799399614334106 LM
12903 A2 3541852 91.0 0.5740035176277161 LM
12903 A2 6962907 92.0 0.5729892253875732 LM
12903 A2 6381284 93.0 0.5705260038375854 LM
12903 A2 7717739 94.0 0.5701644420623779 LM
12903 A2 8310080 95.0 0.5674598813056946 LM
12903 A2 4933437 96.0 0.5542678833007812 LM
12903 A2 759599 97.0 0.5523952841758728 LM
12903 A2 6649431 98.0 0.5517005324363708 LM
12903 A2 196875 99.0 0.5468365550041199 LM
12903 A2 3683373 100.0 0.5451343655586243 LM
qid flag pid rank predict_score algorithm
14947 A2 4814011 1.0 2.0960564613342285 LM
14947 A2 6045870 2.0 1.692726492881775 LM
14947 A2 6702947 3.0 1.6410025358200073 LM
14947 A2 7790724 4.0 1.5779834985733032 LM
14947 A2 3871311 5.0 1.5717414617538452 LM
14947 A2 8076630 6.0 1.4527968168258667 LM
14947 A2 6768017 7.0 1.4335139989852905 LM
14947 A2 7541533 8.0 1.4248937368392944 LM
14947 A2 4169041 9.0 1.393160343170166 LM
14947 A2 6821712 10.0 1.3561058044433594 LM
14947 A2 8728638 11.0 1.3428703546524048 LM
14947 A2 1014457 12.0 1.322376012802124 LM
14947 A2 1514628 13.0 1.3197952508926392 LM
14947 A2 4704975 14.0 1.3175091743469238 LM
14947 A2 7541535 15.0 1.2932862043380737 LM
14947 A2 3894943 16.0 1.2805675268173218 LM
14947 A2 3712421 17.0 1.2720606327056885 LM
14947 A2 7059353 18.0 1.24142324924469 LM
14947 A2 2815168 19.0 1.2412865161895752 LM
14947 A2 2410230 20.0 1.2398430109024048 LM
14947 A2 6458640 21.0 1.219023585319519 LM
14947 A2 4397719 22.0 1.209272027015686 LM
14947 A2 2275099 23.0 1.1962345838546753 LM
14947 A2 8685270 24.0 1.1883819103240967 LM
14947 A2 5110258 25.0 1.160896897315979 LM
14947 A2 3871308 26.0 1.1608426570892334 LM
14947 A2 2247301 27.0 1.1417702436447144 LM
14947 A2 1777785 28.0 1.1007269620895386 LM
14947 A2 1865446 29.0 1.0906257629394531 LM
14947 A2 2642838 30.0 1.0813112258911133 LM
14947 A2 7790726 31.0 1.049184799194336 LM
14947 A2 5530693 32.0 1.0165871381759644 LM
14947 A2 6758132 33.0 1.0046645402908325 LM
14947 A2 3723406 34.0 0.9908527731895447 LM
14947 A2 7541529 35.0 0.9804761409759521 LM
14947 A2 3089932 36.0 0.9416210055351257 LM
14947 A2 4896883 37.0 0.9202716946601868 LM
14947 A2 3401627 38.0 0.898216962814331 LM
14947 A2 7790720 39.0 0.880889356136322 LM
